Src	EqId	Version	Datetime	Lat	Lon	Magnitude	Depth	NST	Region
ak	10569247	?	"Wednesday, October 03, 2012 13:10:54 UTC"	51.5429	-178.1964	2.8	25.4	?	"38km S of Tanaga Volcano	 Alaska"
ak	10569230	?	"Wednesday, October 03, 2012 10:47:07 UTC"	51.5597	-178.066	2.7	20.8	?	"36km S of Tanaga Volcano	 Alaska"
pr	12277002	?	"Wednesday, October 03, 2012 10:04:04 UTC"	19.8022	-64.287	3.1	24	?	"157km NNE of Road Town	 British Virgin Islands"
ak	10569220	?	"Wednesday, October 03, 2012 09:55:06 UTC"	51.4694	-178.183	3.6	16.1	?	"46km S of Tanaga Volcano	 Alaska"
us	c000d09w	?	"Wednesday, October 03, 2012 09:40:00 UTC"	38.063	141.837	4.9	54	?	"61km SE of Ishinomaki	 Japan"
us	c000d09k	?	"Wednesday, October 03, 2012 09:20:44 UTC"	44.66	7.308	4.4	11.8	?	"1km NW of Sanfront	 Italy"
us	c000d090	?	"Wednesday, October 03, 2012 08:16:41 UTC"	44.352	-129.006	4.7	10	?	"Off the coast of Oregon"
ak	10572842	?	"Wednesday, October 03, 2012 08:15:05 UTC"	51.5664	-178.1212	2.6	18.5	?	"35km S of Tanaga Volcano	 Alaska"
us	c000d08y	?	"Wednesday, October 03, 2012 08:02:16 UTC"	14.852	147.797	4.8	35.1	?	"223km E of Saipan	 Northern Mariana Islands"
ak	10569198	?	"Wednesday, October 03, 2012 07:40:21 UTC"	51.3744	-178.2771	2.8	26.2	?	"57km S of Tanaga Volcano	 Alaska"
ak	10572838	?	"Wednesday, October 03, 2012 07:04:20 UTC"	51.6716	-172.9904	2.6	7.7	?	"101km SE of Atka	 Alaska"
pr	12277001	?	"Wednesday, October 03, 2012 06:44:55 UTC"	18.1917	-67.8452	3.2	50	?	"64km WSW of Stella	 Puerto Rico"
us	c000d07u	?	"Wednesday, October 03, 2012 06:26:41 UTC"	12.296	-87.831	4.2	64.7	?	"64km SW of Jiquilillo	 Nicaragua"
us	c000d07t	?	"Wednesday, October 03, 2012 06:26:17 UTC"	-6.277	152.746	5.3	30.5	?	"202km S of Taron	 PNG"
ak	10569173	?	"Wednesday, October 03, 2012 05:20:08 UTC"	59.0641	-136.3985	2.9	4.3	?	"57km WSW of Haines	 Alaska"
ak	10569161	?	"Wednesday, October 03, 2012 03:31:05 UTC"	57.2453	-154.8365	3.3	48.3	?	"61km WSW of Larsen Bay	 Alaska"
ak	10569158	?	"Wednesday, October 03, 2012 03:25:12 UTC"	51.6597	-178.0863	2.6	13.7	?	"25km S of Tanaga Volcano	 Alaska"
ak	10569154	?	"Wednesday, October 03, 2012 03:22:32 UTC"	62.4681	-151.3843	2.5	87.4	?	"67km WNW of Talkeetna	 Alaska"
ak	10569148	?	"Wednesday, October 03, 2012 02:49:18 UTC"	51.4826	-178.4771	2.8	45.5	?	"50km ENE of Amatignak Island	 Alaska"
ak	10569137	?	"Wednesday, October 03, 2012 02:36:14 UTC"	62.8979	-148.6594	2.8	79.1	?	"56km SSE of Cantwell	 Alaska"
ak	10569135	?	"Wednesday, October 03, 2012 02:31:47 UTC"	51.6179	-178.0523	2.8	13.1	?	"30km SSE of Tanaga Volcano	 Alaska"
ak	10569132	?	"Wednesday, October 03, 2012 02:28:07 UTC"	51.6061	-178.0622	2.6	13.3	?	"31km S of Tanaga Volcano	 Alaska"
us	c000d059	?	"Wednesday, October 03, 2012 02:13:13 UTC"	44.4747	-128.814	4.3	10.02	?	"Off the coast of Oregon"
ak	10569123	?	"Wednesday, October 03, 2012 01:46:57 UTC"	51.5191	-178.0895	2.6	12.2	?	"40km S of Tanaga Volcano	 Alaska"
us	c000d04d	?	"Wednesday, October 03, 2012 00:50:28 UTC"	53.181	-166.773	4.6	40.2	?	"78km SSW of Unalaska	 Alaska"
pr	12277000	?	"Wednesday, October 03, 2012 00:35:52 UTC"	19.6842	-64.3348	3.7	33	?	"143km NNE of Road Town	 British Virgin Islands"
ak	10569084	?	"Wednesday, October 03, 2012 00:19:52 UTC"	60.6559	-147.5284	2.7	9.4	?	"64km E of Whittier	 Alaska"
ak	10569079	?	"Wednesday, October 03, 2012 00:05:20 UTC"	51.6236	-178.0442	2.6	13.2	?	"29km SSE of Tanaga Volcano	 Alaska"
us	2012gfc1	?	"Tuesday, October 02, 2012 22:42:00 UTC"	9.973	-85.539	3.9	10	?	"10km N of Samara	 Costa Rica"
pr	12276008	?	"Tuesday, October 02, 2012 22:41:21 UTC"	19.635	-64.387	3.4	7	?	"137km N of Road Town	 British Virgin Islands"
pr	12276009	?	"Tuesday, October 02, 2012 22:38:48 UTC"	19.5804	-64.407	3.4	47	?	"130km N of Road Town	 British Virgin Islands"
pr	12276007	?	"Tuesday, October 02, 2012 21:00:48 UTC"	19.6375	-64.269	3.4	18	?	"140km NNE of Road Town	 British Virgin Islands"
us	2012gfbg	?	"Tuesday, October 02, 2012 20:19:51 UTC"	38.503	55.616	4	29.1	?	"77km SW of Gyzylarbat	 Turkmenistan"
ak	10568639	?	"Tuesday, October 02, 2012 19:59:32 UTC"	51.5531	-178.0473	3.8	5.6	?	"37km S of Tanaga Volcano	 Alaska"
us	c000cztv	?	"Tuesday, October 02, 2012 19:43:08 UTC"	24.637	-110.175	4.2	18.4	?	"53km NNE of La Paz	 Mexico"
us	c000czu9	?	"Tuesday, October 02, 2012 19:41:29 UTC"	-65	177.927	5.5	17.1	?	"281km NNW of Scott Island Bank	 Antarctica"
pr	12276004	?	"Tuesday, October 02, 2012 19:17:14 UTC"	19.6618	-64.2731	3.4	56	?	"142km NNE of Road Town	 British Virgin Islands"
us	c000czsg	?	"Tuesday, October 02, 2012 19:16:01 UTC"	37.134	71.842	4.8	138.9	?	"13km S of Roshtqal'a	 Tajikistan"
pr	12276006	?	"Tuesday, October 02, 2012 19:15:19 UTC"	19.7322	-64.2496	3.4	48	?	"150km NNE of Road Town	 British Virgin Islands"
ak	10573314	?	"Tuesday, October 02, 2012 19:13:45 UTC"	51.8196	-171.9485	2.8	20.1	?	"88km SSW of Amukta Island	 Alaska"
ak	10568613	?	"Tuesday, October 02, 2012 18:56:03 UTC"	51.5538	-178.1175	2.5	13.1	?	"36km S of Tanaga Volcano	 Alaska"
us	c000czr6	?	"Tuesday, October 02, 2012 18:39:08 UTC"	-20.609	-174.236	5	3.4	?	"90km S of Pangai	 Tonga"
us	c000czqj	?	"Tuesday, October 02, 2012 18:37:40 UTC"	26.837	92.784	5.2	56.2	?	"13km E of Rangapara	 India"
us	c000czq2	?	"Tuesday, October 02, 2012 18:23:16 UTC"	-6.05	146.262	4.9	115.9	?	"51km ENE of Kainantu	 Papua New Guinea"
us	c000czn9	?	"Tuesday, October 02, 2012 17:50:19 UTC"	-27.482	-68.967	4.4	84.3	?	"135km E of Copiapo	 Chile"
us	c000czmx	?	"Tuesday, October 02, 2012 17:37:22 UTC"	-2.871	101.905	5.3	106.7	?	"96km NW of Curup	 Indonesia"
us	c000czmh	?	"Tuesday, October 02, 2012 17:24:58 UTC"	-6.346	130.268	4.8	134.8	?	"211km NNW of Saumlaki	 Indonesia"
pr	12276005	?	"Tuesday, October 02, 2012 16:46:50 UTC"	19.4575	-64.2751	3.4	8	?	"120km NNE of Road Town	 British Virgin Islands"
ak	10568539	?	"Tuesday, October 02, 2012 16:19:43 UTC"	51.525	-176.0975	3	32.3	?	"55km SE of Adak	 Alaska"
us	2012gfc5	?	"Tuesday, October 02, 2012 15:46:08 UTC"	-10.77	113.792	4.6	28.8	?	"243km S of Sidorukun	 Indonesia"
ak	10568513	?	"Tuesday, October 02, 2012 15:41:37 UTC"	58.8355	-137.6817	2.5	3.6	?	"122km WNW of Gustavus	 Alaska"
us	2012gfc9	?	"Tuesday, October 02, 2012 15:04:51 UTC"	-40.396	-85.614	4.4	10	?	"West Chile Rise"
us	2012gfay	?	"Tuesday, October 02, 2012 14:55:31 UTC"	-3.561	101.531	4.5	57	?	"85km WNW of Bengkulu	 Indonesia"
us	b000d3fc	?	"Tuesday, October 02, 2012 14:35:05 UTC"	-21.971	-73.838	3.9	10	?	"Off the coast of Antofagasta	 Chile"
us	2012gfc3	?	"Tuesday, October 02, 2012 13:59:54 UTC"	-49.136	125.062	4.3	10	?	"Western Indian-Antarctic Ridge"
pr	12276003	?	"Tuesday, October 02, 2012 13:28:07 UTC"	19.4759	-64.1641	3.5	85	?	"126km NNE of Road Town	 British Virgin Islands"
us	2012gfax	?	"Tuesday, October 02, 2012 13:14:19 UTC"	24.607	-110.116	4	10	?	"52km NNE of La Paz	 Mexico"
ak	10573268	?	"Tuesday, October 02, 2012 12:06:04 UTC"	51.5872	-167.9132	3	20	?	"163km SSE of Nikolski	 Alaska"
pr	12276002	?	"Tuesday, October 02, 2012 12:05:12 UTC"	19.6655	-64.235	3.2	55	?	"143km NNE of Road Town	 British Virgin Islands"
us	c000czf8	?	"Tuesday, October 02, 2012 11:37:53 UTC"	39.774	143.243	4.7	29.8	?	"111km E of Miyako	 Japan"
us	c000czf7	?	"Tuesday, October 02, 2012 11:35:51 UTC"	-21.109	-174.474	5.1	34.7	?	"55km ENE of `Ohonua	 Tonga"
ci	15223505	?	"Tuesday, October 02, 2012 10:02:22 UTC"	32.8007	-116.1415	2.5	10	?	"36km E of Pine Valley	 California"
pr	12276001	?	"Tuesday, October 02, 2012 09:08:10 UTC"	18.2162	-68.1751	3.4	125	?	"47km SSE of Punta Cana	 Dominican Republic"
us	c000czf5	?	"Tuesday, October 02, 2012 08:43:35 UTC"	37.579	72.355	4.4	189.5	?	"58km NE of Roshtqal'a	 Tajikistan"
us	c000czcu	?	"Tuesday, October 02, 2012 08:34:54 UTC"	32.471	76.632	4.8	10	?	"38km NE of Dharmsala	 India"
ci	15223417	?	"Tuesday, October 02, 2012 08:28:14 UTC"	32.8047	-116.1438	4.1	10.5	?	"38km E of Pine Valley	 California"
ak	10568423	?	"Tuesday, October 02, 2012 07:16:10 UTC"	50.2514	179.183	2.5	30.3	?	"164km SW of Amatignak Island	 Alaska"
us	c000czbr	?	"Tuesday, October 02, 2012 06:25:31 UTC"	8.2931	123.314	5.1	41.11	?	"14km NNW of Dumingag	 Philippines"
ak	10568402	?	"Tuesday, October 02, 2012 05:53:13 UTC"	50.1347	179.045	3	29.4	?	"180km SW of Amatignak Island	 Alaska"
ci	15223377	?	"Tuesday, October 02, 2012 05:43:28 UTC"	34.2155	-117.0903	2.5	5.9	?	"1km ENE of Running Springs	 California"
ak	10568394	?	"Tuesday, October 02, 2012 05:30:04 UTC"	50.0872	178.9939	3.1	29.1	?	"187km SW of Amatignak Island	 Alaska"
ak	10568388	?	"Tuesday, October 02, 2012 04:41:36 UTC"	52.052	176.3536	3.2	45.7	?	"44km SE of Buldir Island	 Alaska"
ak	10568386	?	"Tuesday, October 02, 2012 04:32:47 UTC"	51.5181	-178.0836	3.3	12.9	?	"40km S of Tanaga Volcano	 Alaska"
us	c000czb9	?	"Tuesday, October 02, 2012 04:21:02 UTC"	52.473	173.398	4.2	49.5	?	"43km SSE of Attu Station	 Alaska"
ak	10568381	?	"Tuesday, October 02, 2012 04:12:32 UTC"	52.0919	176.4288	2.8	50	?	"45km SE of Buldir Island	 Alaska"
us	c000cza6	?	"Tuesday, October 02, 2012 03:33:30 UTC"	-18.82	-174.836	5.3	96.7	?	"91km WSW of Neiafu	 Tonga"
ci	15223249	?	"Tuesday, October 02, 2012 03:20:53 UTC"	36.22	-118.3178	3.1	5.5	?	"48km SSW of Lone Pine	 California"
us	c000cz9z	?	"Tuesday, October 02, 2012 03:17:11 UTC"	45.897	142.685	4.2	342.5	?	"82km S of Korsakov	 Russia"
pr	12276000	?	"Tuesday, October 02, 2012 03:05:46 UTC"	18.513	-67.3677	3.1	19	?	"22km NNW of Rincon	 Puerto Rico"
nc	71851000	?	"Tuesday, October 02, 2012 02:56:59 UTC"	40.3288	-125.4315	2.8	6.4	?	"102km WSW of Ferndale	 California"
ak	10568344	?	"Tuesday, October 02, 2012 02:38:32 UTC"	51.5287	-178.0537	2.5	4.7	?	"39km S of Tanaga Volcano	 Alaska"
nc	71850975	?	"Tuesday, October 02, 2012 02:37:36 UTC"	40.3243	-125.3935	2.8	1.3	?	"99km WSW of Ferndale	 California"
ak	10573212	?	"Tuesday, October 02, 2012 01:57:30 UTC"	50.376	179.36	2.5	3.7	?	"146km SW of Amatignak Island	 Alaska"
us	c000cz9d	?	"Tuesday, October 02, 2012 01:51:39 UTC"	39.6004	143.424	4.8	33.22	?	"126km E of Miyako	 Japan"
ak	10568327	?	"Tuesday, October 02, 2012 01:42:31 UTC"	51.5876	-178.0255	3.3	12.8	?	"33km SSE of Tanaga Volcano	 Alaska"
ak	10568320	?	"Tuesday, October 02, 2012 01:32:18 UTC"	51.531	-178.1626	2.8	15.6	?	"39km S of Tanaga Volcano	 Alaska"
us	c000cz99	?	"Tuesday, October 02, 2012 01:10:45 UTC"	36.207	140.937	4.6	17.7	?	"32km ESE of Oarai	 Japan"
us	2012gfbh	?	"Tuesday, October 02, 2012 00:18:36 UTC"	24.82	-110.29	4	9	?	"72km N of La Paz	 Mexico"
ci	15223209	?	"Monday, October 01, 2012 23:56:08 UTC"	36.2178	-118.3247	2.5	4.9	?	"49km SSW of Lone Pine	 California"
us	2012gecw	?	"Monday, October 01, 2012 23:52:16 UTC"	39.713	143.279	4.3	39.7	?	"114km E of Miyako	 Japan"
us	2012gecv	?	"Monday, October 01, 2012 23:30:51 UTC"	10.688	127.024	4.3	26.1	?	"127km NE of San Isidro	 Philippines"
us	2012gecu	?	"Monday, October 01, 2012 23:21:42 UTC"	4.994	94.487	4.3	47.2	?	"111km SW of Banda Aceh	 Indonesia"
pr	12275008	?	"Monday, October 01, 2012 23:09:57 UTC"	18.0135	-68.5316	3.2	83	?	"41km SSE of Boca de Yuma	 Dominican Republic"
us	c000cz84	?	"Monday, October 01, 2012 22:55:47 UTC"	39.74	143.189	5.2	10	?	"106km E of Miyako	 Japan"
us	2012gecs	?	"Monday, October 01, 2012 22:51:21 UTC"	-8.921	-75.525	4.4	51.7	?	"67km NE of Tingo Maria	 Peru"
us	c000cz76	?	"Monday, October 01, 2012 22:21:46 UTC"	39.808	143.099	6.1	15	?	"100km ENE of Miyako	 Japan"
pr	12275007	?	"Monday, October 01, 2012 22:04:32 UTC"	18.5734	-64.9469	2.8	33	?	"25km N of Charlotte Amalie	 U.S. Virgin Islands"
us	c000cz5e	?	"Monday, October 01, 2012 21:33:31 UTC"	51.54	-177.824	4.4	10	?	"44km SSE of Tanaga Volcano	 Alaska"
us	2012gea4	?	"Monday, October 01, 2012 21:27:37 UTC"	36.248	141.061	4	55.1	?	"42km E of Oarai	 Japan"
uw	60471051	?	"Monday, October 01, 2012 21:16:51 UTC"	49.4425	-120.5132	2.6	0	?	"1km S of Princeton	 Canada"
ak	10568140	?	"Monday, October 01, 2012 21:02:44 UTC"	60.4405	-150.8219	2.6	12.1	?	"11km SSW of Sterling	 Alaska"
us	c000cyzp	?	"Monday, October 01, 2012 18:40:52 UTC"	36.959	141.059	5.2	6.7	?	"18km ESE of Iwaki	 Japan"
us	c000cyxp	?	"Monday, October 01, 2012 17:32:31 UTC"	18.713	-107.151	5.2	21.3	?	"241km SW of Tomatlan	 Mexico"
us	c000cyxi	?	"Monday, October 01, 2012 17:24:42 UTC"	-24.588	-179.38	5	461.8	?	"South of the Fiji Islands"
us	2012gecz	?	"Monday, October 01, 2012 16:12:25 UTC"	37.786	139.913	4.4	41.5	?	"15km NNE of Kitakata	 Japan"
us	2012gecy	?	"Monday, October 01, 2012 15:54:10 UTC"	-8.268	129.929	4.4	64.4	?	"156km WSW of Saumlaki	 Indonesia"
us	2012gecx	?	"Monday, October 01, 2012 15:26:50 UTC"	-10.759	113.777	4.4	10	?	"242km S of Sidorukun	 Indonesia"
pr	12275004	?	"Monday, October 01, 2012 15:01:08 UTC"	18.0421	-67.1536	2.6	11	?	"2km NE of Boqueron	 Puerto Rico"
ak	10567952	?	"Monday, October 01, 2012 14:14:47 UTC"	51.4844	-178.1351	2.8	5.2	?	"44km S of Tanaga Volcano	 Alaska"
us	2012gean	?	"Monday, October 01, 2012 13:45:35 UTC"	40.2228	63.8903	4	35	?	"38km ENE of Gazli	 Uzbekistan"
us	2012geam	?	"Monday, October 01, 2012 13:25:59 UTC"	-0.54	97.521	4.6	10	?	"175km WNW of Sikabaluan	 Indonesia"
hv	60407046	?	"Monday, October 01, 2012 13:23:59 UTC"	19.3813	-155.906	3	12.5	?	"9km SSW of Honaunau-Napoopoo	 Hawaii"
pr	12275005	?	"Monday, October 01, 2012 13:05:30 UTC"	19.5678	-64.3759	2.9	5	?	"129km N of Road Town	 British Virgin Islands"
us	c000cyts	?	"Monday, October 01, 2012 12:55:37 UTC"	4.401	127.108	4.7	10	?	"213km ESE of Sarangani	 Philippines"
ak	10567922	?	"Monday, October 01, 2012 11:57:48 UTC"	58.8787	-154.9168	3.3	118.4	?	"97km S of Old Iliamna	 Alaska"
pr	12275003	?	"Monday, October 01, 2012 09:56:03 UTC"	19.6669	-64.3496	2.7	11	?	"141km NNE of Road Town	 British Virgin Islands"
pr	12275002	?	"Monday, October 01, 2012 09:42:26 UTC"	19.6448	-64.3937	3.2	11	?	"137km N of Road Town	 British Virgin Islands"
us	c000cyrs	?	"Monday, October 01, 2012 08:43:52 UTC"	38.5451	55.6028	4.6	22.83	?	"75km SW of Gyzylarbat	 Turkmenistan"
us	c000cyrj	?	"Monday, October 01, 2012 08:06:30 UTC"	-30.7906	-71.2096	4.6	53.95	?	"21km S of Ovalle	 Chile"
pr	12275001	?	"Monday, October 01, 2012 06:29:01 UTC"	19.6166	-64.2545	3.2	58	?	"138km NNE of Road Town	 British Virgin Islands"
pr	12275000	?	"Monday, October 01, 2012 06:08:39 UTC"	19.7597	-64.3052	3.2	20	?	"152km NNE of Road Town	 British Virgin Islands"
us	c000cyql	?	"Monday, October 01, 2012 05:17:58 UTC"	35.903	141.327	4.8	50.1	?	"48km ENE of Hasaki	 Japan"
us	2012gebl	?	"Monday, October 01, 2012 04:53:57 UTC"	-24.881	-13.367	4.1	10	?	"Southern Mid-Atlantic Ridge"
ak	10567793	?	"Monday, October 01, 2012 04:05:54 UTC"	56.3146	-152.1413	3.7	9.1	?	"145km S of Kodiak Station	 Alaska"
us	2012gebh	?	"Monday, October 01, 2012 02:58:19 UTC"	23.217	142.332	4.6	127.2	?	"201km SSE of Iwo Jima	 Japan"
us	c000cypt	?	"Monday, October 01, 2012 02:28:56 UTC"	-43.5	172.82	3.6	5	?	"15km ENE of Christchurch	 New Zealand"
us	c000cypl	?	"Monday, October 01, 2012 01:36:27 UTC"	-26.212	178.377	4.4	633.5	?	"South of the Fiji Islands"
us	c000cypg	?	"Monday, October 01, 2012 01:32:33 UTC"	2.169	-84.769	4.1	10	?	"Off the coast of Central America"
ak	10567735	?	"Monday, October 01, 2012 01:19:08 UTC"	62.015	-151.7236	3.1	90.9	?	"90km WSW of Talkeetna	 Alaska"
us	c000cyp4	?	"Monday, October 01, 2012 01:00:42 UTC"	40.062	142.761	4.5	11.2	?	"83km NE of Miyako	 Japan"
us	c000cyn8	?	"Sunday, September 30, 2012 23:04:45 UTC"	41.469	81.886	4.7	46.6	?	"92km WSW of Kuqa	 China"
us	c000cymw	?	"Sunday, September 30, 2012 22:47:25 UTC"	2.954	127.599	4.4	58.1	?	"143km NNW of Tobelo	 Indonesia"
us	c000cym8	?	"Sunday, September 30, 2012 22:39:16 UTC"	38.284	142.144	4.6	15.8	?	"75km E of Ishinomaki	 Japan"
ak	10567710	?	"Sunday, September 30, 2012 22:37:20 UTC"	51.511	-178.0601	2.5	11.9	?	"41km S of Tanaga Volcano	 Alaska"
us	c000cyl1	?	"Sunday, September 30, 2012 21:49:27 UTC"	56.3223	164.3513	4.5	30.41	?	"116km E of Ust'-Kamchatsk Staryy	 Russia"
us	c000cyjw	?	"Sunday, September 30, 2012 20:43:38 UTC"	2.521	89.939	4.7	15	?	"North Indian Ocean"
ak	10567660	?	"Sunday, September 30, 2012 19:25:25 UTC"	55.8723	-157.8993	3.4	36.2	?	"68km SE of Chignik Lake	 Alaska"
us	c000cyrb	?	"Sunday, September 30, 2012 19:17:17 UTC"	35.523	-96.779	3	5	?	"9km WNW of Prague	 Oklahoma"
pr	12274007	?	"Sunday, September 30, 2012 18:00:27 UTC"	19.6613	-64.2303	3.3	63	?	"143km NNE of Road Town	 British Virgin Islands"
ak	10567637	?	"Sunday, September 30, 2012 16:59:39 UTC"	68.4751	-147.3309	4	3	?	"83km WNW of Arctic Village	 Alaska"
ak	10567630	?	"Sunday, September 30, 2012 16:53:54 UTC"	51.4111	-176.3923	2.5	24.8	?	"55km SSE of Adak	 Alaska"
ak	10567608	?	"Sunday, September 30, 2012 16:41:49 UTC"	51.4468	-178.1886	2.7	16	?	"48km S of Tanaga Volcano	 Alaska"
us	2012gdap	?	"Sunday, September 30, 2012 16:31:35 UTC"	1.929	-76.362	7.3	170	?	"11km WNW of San Agustin	 Colombia"
ak	10567593	?	"Sunday, September 30, 2012 16:27:23 UTC"	63.8434	-148.9135	2.6	118.9	?	"2km ESE of Healy	 Alaska"
us	c000cyfh	?	"Sunday, September 30, 2012 15:35:53 UTC"	23	146.043	5.4	35.7	?	"297km NNE of Farallon de Pajaros	 Northern Mariana Islands"
ak	10567580	?	"Sunday, September 30, 2012 14:29:29 UTC"	51.5393	-172.9401	3.2	48.5	?	"113km SE of Atka	 Alaska"
pr	12274008	?	"Sunday, September 30, 2012 13:41:24 UTC"	19.2798	-64.0345	3	96	?	"113km NNE of Road Town	 British Virgin Islands"
us	2012gdct	?	"Sunday, September 30, 2012 11:55:28 UTC"	16.078	-98.259	4.1	3.6	?	"36km SW of Santiago Pinotepa Nacional	 Mexico"
ak	10567520	?	"Sunday, September 30, 2012 09:43:25 UTC"	51.5773	-178.066	2.7	4.8	?	"34km S of Tanaga Volcano	 Alaska"
us	c000cyeg	?	"Sunday, September 30, 2012 09:30:12 UTC"	8.411	-77.087	4.3	40.1	?	"23km ESE of Acandi	 Colombia"
pr	12274005	?	"Sunday, September 30, 2012 07:22:14 UTC"	19.5601	-64.3837	2.7	58	?	"128km N of Road Town	 British Virgin Islands"
us	c000cydy	?	"Sunday, September 30, 2012 07:14:41 UTC"	38.345	71.35	4.3	41.8	?	"9km WSW of Vanj	 Tajikistan"
us	c000cydk	?	"Sunday, September 30, 2012 06:49:23 UTC"	26.919	-111.585	4.2	10	?	"39km E of Mulege	 Mexico"
ak	10567489	?	"Sunday, September 30, 2012 06:44:19 UTC"	53.6881	-159.457	3.1	26.3	?	"122km S of Chernabura Island	 Alaska"
ak	10567482	?	"Sunday, September 30, 2012 06:14:43 UTC"	56.0157	-157.9017	2.7	77.8	?	"59km ESE of Chignik Lake	 Alaska"
ak	10567478	?	"Sunday, September 30, 2012 06:03:37 UTC"	51.451	-178.1791	2.6	19.7	?	"48km S of Tanaga Volcano	 Alaska"
pr	12274001	?	"Sunday, September 30, 2012 05:47:38 UTC"	19.6755	-64.5515	3.1	29	?	"139km N of Road Town	 British Virgin Islands"
pr	12274002	?	"Sunday, September 30, 2012 05:36:11 UTC"	19.5424	-64.3259	3	67	?	"128km NNE of Road Town	 British Virgin Islands"
pr	12274009	?	"Sunday, September 30, 2012 04:55:59 UTC"	18.8052	-64.276	2.7	31	?	"56km NE of Road Town	 British Virgin Islands"
us	2012gdbq	?	"Sunday, September 30, 2012 04:50:11 UTC"	-21.133	-174.366	4.4	35	?	"64km ENE of `Ohonua	 Tonga"
pr	12274004	?	"Sunday, September 30, 2012 04:46:26 UTC"	19.9689	-64.194	3.1	24	?	"177km NNE of Road Town	 British Virgin Islands"
ak	10567450	?	"Sunday, September 30, 2012 04:45:50 UTC"	51.4898	-178.1653	2.8	13.2	?	"43km S of Tanaga Volcano	 Alaska"
us	2012gdbh	?	"Sunday, September 30, 2012 04:09:02 UTC"	32.815	-96.962	3.1	5	?	"1km W of Irving	 Texas"
us	2012gdbi	?	"Sunday, September 30, 2012 04:05:00 UTC"	32.842	-96.976	3.4	5	?	"4km NW of Irving	 Texas"
pr	12274003	?	"Sunday, September 30, 2012 04:03:35 UTC"	17.9799	-64.2604	2.6	26	?	"53km ENE of Christiansted	 U.S Virgin Islands"
ak	10567424	?	"Sunday, September 30, 2012 02:45:59 UTC"	51.403	-178.2197	2.6	13.2	?	"53km S of Tanaga Volcano	 Alaska"
ak	10567410	?	"Sunday, September 30, 2012 02:26:00 UTC"	60.1897	-149.0906	3.1	17.2	?	"17km E of Bear Creek	 Alaska"
nc	71849890	?	"Sunday, September 30, 2012 02:13:07 UTC"	38.8302	-122.7612	2.8	1.4	?	"3km WNW of Cobb	 California"
ak	10572191	?	"Sunday, September 30, 2012 02:00:29 UTC"	50.1565	178.9334	2.8	28.8	?	"185km SW of Amatignak Island	 Alaska"
pr	12274000	?	"Sunday, September 30, 2012 01:53:30 UTC"	18.7647	-67.3724	3	59	?	"41km NW of San Antonio	 Puerto Rico"
us	c000cybp	?	"Sunday, September 30, 2012 01:52:25 UTC"	2.61	89.701	4.9	10	?	"North Indian Ocean"
us	2012gdab	?	"Sunday, September 30, 2012 01:39:30 UTC"	39.051	142.311	4.3	35.9	?	"44km ESE of Kamaishi	 Japan"
ak	10567375	?	"Saturday, September 29, 2012 23:53:13 UTC"	56.0628	-142.8529	3.3	11.5	?	"Gulf of Alaska"
ak	10569555	?	"Saturday, September 29, 2012 23:20:33 UTC"	51.5435	-168.3953	2.7	25.5	?	"158km SSE of Nikolski	 Alaska"
ci	15222625	?	"Saturday, September 29, 2012 23:13:31 UTC"	32.2065	-115.2128	3.2	10	?	"4km WSW of Alberto Oviedo Mota	 Mexico"
ak	10567368	?	"Saturday, September 29, 2012 23:09:53 UTC"	51.5927	-178.084	3.4	13.3	?	"32km S of Tanaga Volcano	 Alaska"
us	c000cya6	?	"Saturday, September 29, 2012 21:51:20 UTC"	39.561	144.346	4.5	10	?	"205km E of Miyako	 Japan"
ak	10567356	?	"Saturday, September 29, 2012 21:40:28 UTC"	51.5274	-178.1106	4.2	13	?	"39km S of Tanaga Volcano	 Alaska"
ak	10567354	?	"Saturday, September 29, 2012 21:25:16 UTC"	51.0824	-178.447	2.6	21.3	?	"50km ESE of Amatignak Island	 Alaska"
us	c000cy9c	?	"Saturday, September 29, 2012 20:19:08 UTC"	2.452	98.427	4.8	99.1	?	"28km WSW of Harian	 Indonesia"
pr	12273019	?	"Saturday, September 29, 2012 19:31:16 UTC"	19.5855	-64.3196	3.6	59	?	"133km NNE of Road Town	 British Virgin Islands"
ak	10567335	?	"Saturday, September 29, 2012 18:46:56 UTC"	51.511	-178.0856	2.9	12.3	?	"41km S of Tanaga Volcano	 Alaska"
pr	12273018	?	"Saturday, September 29, 2012 18:41:41 UTC"	19.5016	-64.2409	3.2	66	?	"126km NNE of Road Town	 British Virgin Islands"
us	c000cy7e	?	"Saturday, September 29, 2012 17:48:57 UTC"	-17.483	-69.671	5.1	131.3	?	"38km E of Tarata	 Peru"
ak	10567320	?	"Saturday, September 29, 2012 17:42:11 UTC"	64.7513	-145.8242	2.7	5.9	?	"54km ENE of Salcha	 Alaska"
us	2012gca2	?	"Saturday, September 29, 2012 17:42:11 UTC"	64.731	-145.878	2.8	0.4	?	"54km ENE of Salcha	 Alaska"
us	c000cy7d	?	"Saturday, September 29, 2012 17:37:40 UTC"	35.022	140.093	4.8	60.3	?	"8km S of Kawaguchi	 Japan"
us	c000cy6n	?	"Saturday, September 29, 2012 16:25:41 UTC"	-7.055	124.158	4.8	587.3	?	"223km NE of Palue	 Indonesia"
